APT24,"APT24 previously targeted a wide variety of industries, including organizations in the government, healthcare, construction and engineering, mining, nonprofit, and telecommunications industries. Given the apparently broad scope of their activity, assessing their specific objectives with certainty is difficult. Based on available data, we believe that this is a China-based, nation-state sponsored threat group. This group is known to have targeted organizations headquartered in countries including the United States and Taiwan. Data theft from this actor is mainly focused on documents with political significance, suggesting their intent is to monitor the positions of various nation states on issues applicable to China"
APT25,"APT25 is a China-nexus cyber espionage actor. Analysis of malware used by these actors revealed the unique string "
APT26,"APT26 is a cyber espionage group with a China nexus. This group has targeted organizations headquartered in countries including the United States and the United Kingdom. Organizations targeted by APT26 fall into multiple industries, including construction and engineering, aerospace and defense, and high-tech. We suspect APT26 actors target these industries to support both China's military and economic modernization efforts through collection of information that saves time and money that might otherwise need to be spent on research and development programs. This threat group frequently uses strategic web compromises (SWCs) to gain access to target networks and custom backdoors once they are inside a victim environment. Mandiant Threat Intelligence has not observed confirmed APT26 activity since around the time the indictment was filed in mid-2017."
APT27,"APT27 engages in cyber operations where the goal is data theft, including intellectual property theft of data and projects that make a particular organization competitive within its field. This group has targeted multiple organizations headquartered around the globe, including North and South America, Europe, and the Middle East. These organizations fall into a range of different industries, including business services, high tech, government, and energy; however a notable number are in the aerospace and transport or travel industries. Based on available data, we assess that this is a China-based threat group, possibly a freelancer group with some nation-state sponsorship."
APT28,"APT28 is a cyber espionage group with a nexus to Russia that has employed a variety of methodologies and malware to include spear phishing, watering holes, credential collection and the exploitation of mobile platforms in the execution of global espionage campaigns. APT28 campaign targets indicate specific interest in the collection of information intended to provide political and military advantage. These operations have been detected primarily impacting entities across the public and private sector in the US, Europe, Norway and Japan. However, open-source reporting suggests targeting of government and military targets in other regions, including South America, the Middle East and entities in Mexico and Turkey."
APT29,"APT29 is a cyber espionage actor with a Russia nexus. Historically, targets have included Western governments, foreign affairs and policymaking bodies, government contractors, universities, and possibly international news outlets. Based on available data, we assess that APT29 is a nation-state-sponsored group located in Russia. The group appears to have formidable capabilities, to include a range of custom developed tools, extensive command and control (C2) infrastructure that includes compromised and satellite infrastructure (via apparent service providers), and significant operational security. In investigations we worked where APT29 was present, they demonstrated a high regard for operational security but were also fairly aggressive in their continued operations and efforts to evade investigators and remediation attempts."
APT2,"APT2 is a China-nexus cyber espionage group that has been recorded as far back as 2010. Their activity targets several industries, including military and aerospace. APT2 engages in cyber operations where the goal is intellectual property theft, usually focusing on the data and projects that make an organization competitive within its field.  "
APT30,"APT30 is a regionally focused cyber espionage team concentrating campaign intrusion activities against countries in Southeast Asia. A combination of targeting, technical indicators, and actor attribution leads us to believe APT30 has a China nexus. Historically, APT30 has focused on data related to political, military, and economic issues affecting the Southeast Asia region. This group has primarily targeted organizations headquartered in Southeast Asia, including Thailand, South Korea, Vietnam, India, and Malaysia. Significantly, they have also targeted the high technology sector in the U.S."
APT31,"APT31 is a China-nexus cyber espionage actor focused on obtaining information that can provide the Chinese government and state-owned enterprises with political, economic, and military advantages. Several organizations compromised by APT31 (particularly the national government agency, international financial organization, and aerospace and defense organizations) are suggestive of a nation-state's political and military interests. APT31 has targeted organizations headquartered in multiple countries, including the United States, Canada, and Sweden. Significantly, APT31's targeting of the aerospace and defense industry most likely contributes to China's efforts toward military modernization."
APT32,"APT32 is an espionage operation aligned with the national interests of Vietnam. In addition to focused targeting businesses and industries with interests in the country, the group has also targeted foreign governments and Vietnamese dissidents and journalists consistent with the interests of the state."
APT33,"APT33 is an Iran-nexus cyber espionage actor that we have observed engaged in cyber operations where the goal is intellectual property theft. APT33 has shown specific interest in aerospace and defense-related information. Based on available data, we assess that APT33 works on behalf of the Iranian Government and has possible ties to the Islamic Revolutionary Guard Corps (IRGC). Mandiant Threat Intelligence has also identified ties between APT33 and wiper malware, suggesting that the group may also have destructive capabilities."
APT34,"APT34 is a cyber espionage group with a nexus to Iran that has been operational since at least 2014. We believe APT34 conducts operations largely focused on phishing efforts to benefit Iranian nation-state interests. This threat group has conducted broad targeting across a variety of industries, including financial, government, energy, chemical, and telecommunications, and has largely focused its operations within the Middle East, but has targeted North American and European organizations. We assess that APT34 works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests."
APT36,"APT36 is a long-standing cyber espionage actor that conducts intelligence collection in support of Pakistani military and diplomatic interests. Active since at least 2013, APT36 intrusion campaigns reflect a concerted effort to target regional rival India, while also demonstrating an interest in targeting military and intergovernmental organizations such as the North Atlantic Treaty Organization (NATO) and the United Nations (UN) that have a stake in the region. In addition, APT36 has targeted multiple industries in nations outside of the region to include the U.S. APT36 typically employs spear phishing as a primary method of initial compromise, using malicious attachments that include Microsoft Windows executables and Microsoft Office Documents (that leverage macros and known exploits). This actor's phishing lures usually follow military and political themes. We have further observed these actors leverage a unique watering hole technique that employs social engineering (rather than web exploits) to entice victims to download and open malicious Microsoft Office documents."
APT37,"APT37 is a cyber espionage group that we assess carries out operations on behalf of the North Korean government given malware development artifacts and targeting that aligns with North Korean state interests. APT37 has likely been active since at least 2012 and focuses on targeting the public and private sector primarily in South Korea. In 2017, APT37 expanded its targeting beyond the Korean peninsula and to a wider range of industry verticals, including chemicals, electronics, manufacturing, aerospace, automotive, and healthcare entities in terms of both geography and sector."
APT38,"APT38 is a financially motivated North Korean regime-backed group responsible for conducting destructive attacks against financial institutions, as well as some of the world's largest cyber heists. Based on widely publicized operations alone, the group has attempted to steal more than $1.1 billion."
APT39,"APT39 is believed to be an Iranian cyber espionage group that focuses on the telecommunications and travel industries in the Middle East with the SEAWEED, CACHEMONEY, and a unique variant of POWBAT backdoors to collect personal and customer information."
APT3,"APT3 is a China nexus cyber espionage actor that has targeted a wide variety of verticals since at least 2010 in sophisticated campaigns that demonstrated exceptional operational security. Alleged members of APT3 were indicted by the U.S. Justice Department in November 2017. The indictment came several months after security researchers publicly accused specific individuals associated with the Guangzhou, China-based intelligence contractor Boyusec of being behind APT3 operations. The company disappeared after these revelations, and Mandiant has not identified subsequent APT3 activity. We assess that in this case, public exposure was the more relevant factor in curbing APT3 operations, but the subsequent indictment makes the actors even less likely to reappear in the coming years."
APT40,"APT40 is a Chinese cyber espionage group that has been active since at least 2013 and has primarily focused on maritime targeting. The group creates infrastructure mimicking U.S. government agencies, defense contractors, and multinational corporations to provide operational relevance and legitimacy. The actors have shifted over to Belt-and-Road Initiative targeting, including targeting regional political and electoral organizations."
APT41,"APT41 is a Chinese state-sponsored espionage group that also conducts financially motivated activity for personal gain. The group has been active since at least 2012 and has conducted espionage operations against healthcare, high-tech, and telecommunications organizations. APT41 also carried out operations against the video game industry for financially motivated intrusions as well as to steal source code and digital certificates. The group executed multiple supply chain compromises, gaining access to software companies to inject malicious code into legitimate files before distributing updates."
APT42,"APT42 is an Iranian state-sponsored cyber espionage group tasked with conducting information collection and surveillance operations against individuals and organizations of strategic interest to the Iranian government. The group"
APT43,"APT43 is a prolific cyber operator that supports the interests of the North Korean regime. The group combines moderately-sophisticated technical capabilities with aggressive social engineering tactics, especially against South Korean and US-based government organizations, academics, and think tanks focused on Korean peninsula geopolitical issues. In addition to its espionage campaigns, we believe APT43 funds itself through cyber-crime operations to support its primary mission of collecting strategic intelligence. The group creates numerous spoofed and fraudulent personas for use in social engineering, as well as cover identities for purchasing operational tooling and infrastructure. APT43 has collaborated with other North Korean espionage operators on multiple operations, underscoring the major role APT43 plays in the regime"
APT4,"APT4 is a cyber espionage group with a nexus to China. The group has been observed using the GETKYS backdoor and appears to target the Defense Industrial Base (DIB) at a higher rate of frequency than other commercial organizations. APT4 historically targeted corporations in energy, construction and engineering, and aerospace and defense industries. APT4 actors often leveraged spear phishing messages using U.S. government, Department of Defense, or DIB themes. The group has previously also repurposed valid content from government or U.S. DoD web sites within their message bodies to lend them legitimacy. "
APT5,"APT5 is a China-nexus cyber espionage actor that engages in cyber operations where the goal is data theft, usually focusing on the intellectual property and projects that make a particular organization competitive within its field. APT5 activity is extensive; the group has targeted organizations headquartered in more than 10 countries. APT5 actors have targeted international companies specializing in satellite communications (SATCOM), geospatial imaging, and telecommunications, as well as media and communications firms."
APT6,"APT6 is a cyber espionage group with a nexus to China. APT6 is known to have targeted organizations headquartered in the United States and the United Kingdom, including companies specializing in aerospace and defense, construction and engineering, and telecommunications. APT6 utilizes several custom backdoors, including some used by other APT groups as well as those that are unique to this group."
APT7,"APT7 is a cyber espionage group with a nexus to China. This group is known to have targeted organizations headquartered in the United States and the United Kingdom and industries including construction and engineering and aerospace and defense. Based on available data, we assess that APT7 is a China-based threat group with likely nation-state sponsorship. APT7 threat actors have targeted organizations within the defense industrial base (DIB), as well as organizations involved in aerospace and aircraft manufacturing."
APT8,"APT8 is a cyber espionage group with a nexus to China. Based on available data we assess that this is a freelancer group located in China with some nation-state sponsorship. APT8 has targeted organizations that fall into a broad range of industries, including media and entertainment, construction and engineering, and aerospace and defense. APT8 actors utilize a variety of techniques to gain access to compromised networks, including exploiting vulnerable public-facing web servers, sending phishing emails, and sending malicious links through online messaging applications."
APT9,"APT9 engages in cyber operations where the goal is data theft, usually focusing on the data and projects that make a particular organization competitive within its field. Based on available data we assess that this is a freelancer group with some nation state sponsorship, possibly China. APT9 has targeted organizations headquartered in multiple countries, and in industries such as healthcare and pharmaceuticals, construction and engineering, and aerospace and defense. APT9 has conducted network intrusions against a wide variety of targets, including the defense industrial base, where they focused on rotary-wing aircraft and in multispectral imaging systems for both military and commercial use. APT9 threat actors utilize a wide range of backdoors, including publicly available backdoors and custom backdoors."
Bolo Team,"Bolo Team is a group of China-based cyber espionage operators that primarily exploits CVE-2012-0158 to distribute Destroy (PlugX) RAT. Bolo Team campaigns leverage lure documents copied from legitimate sources against a variety of dissidents and social activists, within China and in other countries, and Japanese corporations and government offices. Although it relies on exploiting older vulnerabilities and is relatively unsophisticated compared to other cyber espionage operators, Bolo Team's campaigns are prolific and probably effective in compromising targeted entities."
UNC2524,"Cluster of activity suspected to be part of a Russian, mixed financial gain and espionage,  group. Group also known as Buhtrap"
Conference Crew,"Conference Crew is the name given to a set of ongoing related malicious cyber activities targeting military and private industry in the U.S. defense and aerospace sector since at least 2011. Targeted social engineering email messages primarily using aerospace and defense-related upcoming event themes or industry publications are the primary methodology used to facilitate infection by ELISE malware variants. Conference Crew has been active outside of the US defense industrial base (DIB), carrying out intrusions in Southeast Asia."
Conimes Team,"Conimes Team typically targets government and private and public entities in Southeast Asian region and particularly Vietnam. Current targeting, in conjunction with past targeting, which included defense and government targets in the US and Asian Pacific region and dissident activity, suggests a mission aligned with the strategic economic and political interests of China."
UNC2554,"Created to track a cluster of activity around 185.228.83.129 used by jmttrading.org in a cryptocurrency fake app to spread suspected TEMP.Hermit malware."
Sandworm Team,"Cyber espionage activity known as Sandworm Team has historically affected a growing set of verticals since 2009. Sandworm Team mostly targets its victims through weaponized documents delivered via spear-phishing e-mails; however, deviations tailored to industrial targets may exist. Sandworm Team has exhibited considerable skill and used extensive resources when conducting offensive activities. Chiefly characterized by their penchant for the Black Energy malware, Sandworm Team has often retrofitted publicly available malware to assist targeted activity that was notably coupled with a zero-day originally sourced by the group."
FIN10,"FIN10 is a financially motivated intrusion set that has been active since at least 2013 and predominantly targets Canada-based organizations. The primary goal of this intrusion set is to gain illicit access to victims"
FIN11,"FIN11 is a financially motivated threat group that has conducted some of the largest and longest running malware distribution campaigns observed amongst our FIN groups to date. Mandiant has observed FIN11 attempt to monetize their operations at least once using named point-of-sale (POS) malware, and more recently using CLOP ransomware and/or data theft extortion. The volume of FIN11's high-volume spam campaigns slowed in 2021, before ceasing altogether in 2022, when the group shifted to server exploitation for initial access. The group has been active since at least 2016, but identified overlaps with activity tracked by security researchers as TA505 suggest they may have been conducting operations as early as 2014."
FIN12,"FIN12 is a financially motivated threat group behind prolific ransomware attacks dating to at least October 2018 that primarily involve the deployment of RYUK ransomware. Instead of conducting multi-faceted extortion, a tactic widely adopted by other ransomware threat actors, FIN12 appears to prioritize speed and high revenue victims. FIN12 relies on multiple different threat actors for tools and services that can facilitate various stages of their intrusions; most notably, they have a close partnership with TRICKBOT-affiliated threat actors. FIN12 has used various offensive security tools, most commonly Cobalt Strike BEACON."
FIN13,"FIN13 is a financially motivated threat group that has been active since at least 2016 and has exclusively targeted organizations based in Mexico or with business operations in Mexico. The group has regularly maintained access to victim networks for multiple years and relies on an array of webshells, passive backdoors, proxies, and tunnelers to traverse impacted environments and remain undetected. FIN13 targets data related to the systems and business operations supporting organizations"
FIN1,"FIN1 is an intrusion group that has compromised networks and stolen payment card data. The group has repeatedly used the Nemesis malware family, which includes multiple custom backdoors, and the SharpPcap drivers. Together these tools provided the threat actors with the capability to sniff network traffic and capture network packets containing encrypted and unencrypted card data. Many of the Nemesis components used by this group were compiled as .NET applications."
FIN2,"FIN2 is a group of intrusion operators that has compromised networks and stolen payment card data. The group's intrusions have compromised retail and financial services organizations. Tools associated with FIN2 have included the custom backdoors APOCALIPTO and LEAPFROG. We have observed FIN2 invest significant effort in scoping victim networks, performing months of reconnaissance on victim environments. We have also seen the group emphasize operational security, quickly abandoning environments once detected."
FIN3,"FIN3 is financially motivated cyber threat activity using the Neverquest malware, which is also called Vawtrak, S-Classe, and GRABNEW. FIN3 activity involves widespread malware distribution to diverse organizations and individuals using means such as spam email and exploit kits. Once they have compromised a network, the attackers are able to leverage infections for multiple fraud techniques; most consistently, the attackers steal and exploit online banking credentials."
FIN4,"FIN4, active since at least mid-2013, focuses on compromising the email accounts of individuals who possess material, non-public information that would likely provide an advantage in stock trading. FIN4 has particularly demonstrated interest in the health care and pharmaceutical industries in observed cases. FIN4 has targeted individuals such as top executives, legal counsel, outside consultants, and researchers, among others. FIN4"
FIN5,"FIN5 conducts intrusions to exploit point of sale (POS) and other finance-related systems to compromise and steal payment card data. FIN5 has compromised or attempted to compromise organizations headquartered in countries including the United States and Australia. The group is capable of conducting operations against multiple victims at a time. FIN5 appears to be well versed in Perl and often compiles Perl programs into Windows executables. FIN5 threat actors use a wide range of tools, including both publicly available utilities and a custom backdoor."
FIN6,"FIN6 is a financially motivated intrusion set that has operated since at least mid-2014. The intrusion set has historically compromised multiple point-of-sale (POS) environments through the use of TRINITY (aka FrameworkPOS) and SCRAPMINT POS malware to steal payment card data. Since early 2017, we have observed an expansion of TTPs, indicating that the intrusion set is also targeting card-not-present (CNP) data in eCommerce environments. As of mid-2018, at least one FIN6-affiliated actor began to deploy various ransomware payloads, including LockerGoga, Ryuk, MegaCortex, and Maze malware. Since at least mid-2019, FIN6 campaigns have leveraged resume-themed lures and job-themed files, which have more recently been hosted on domains that appear to be fake personal websites. These sites deliver BULLZLINK payloads leading to SQUIDSLEEP and SQUIDGATE malware sold by the actor badbullzvenom."
FIN7,"FIN7 is a financially motivated intrusion set that selectively targets victims and uses spear phishing to distribute its malware. We have observed this group attempt to compromise diverse organizations for malicious operations involving the deployment of point-of-sale (POS) malware."
FIN8,"FIN8 is a persistent, financially motivated set of network intrusion activity whose operators have used relatively sophisticated network compromise tactics and have repeatedly deployed the PUNCHTRACK point-of-sale (POS) malware. Mandiant Threat Intelligence has reported on this activity since March 2016 and continued to see FIN8 network compromises since. The actors behind these intrusions are unknown, but close similarities across the intrusions we have associated with FIN8 are strongly indicative of common operators."
FIN9,"FIN9 is a financially motivated group that has conducted operations since at least June 2015. In at least some cases, the operations focus on manipulating gift card services in the victim"
Havildar Team,"Havildar Team is a Pakistani cyber espionage operation that has carried out intelligence collection against the Indian military since at least 2012. These operators use tools created and developed by AppsterTech, a Pakistani IT contractor that offers its cyber espionage services through the internet at low prices. Havildar Team is currently focused on the Indian military. Havildar Team infrastructure is primarily connected by the distinctive DesktopSpy variant and overlapping use of servers in DesktopSpy configurations."
Koala Team,"Koala Team is a prolific Russia nexus cyber espionage actor that historically conducted campaigns against a comprehensive set of verticals using a combination of opportunistic and targeted TTPs since at least 2011. Koala Team"
UNC2286,"Mandiant assesses with high confidence that UNC2286 is a group conducting cyber espionage operations in support of Chinese national priorities. This group has been active since at least 2019 and has targeted the health, hospitality, and telecommunications sectors in the U.S. and Asia. UNC2286 is characterized by the use of custom tools including BREAKDOWN, which launches the CHEATSHEET backdoor. UNC2286 corresponds to elements of activity publicly reported as GhostEmperor and FamousSparrow, consistent with the suspected attribution to China-based operators and suggesting the potential for a larger scope and scale of operations."
UNC2639,"Mandiant first identified UNC2639 exploiting multiple zero-day vulnerabilities in Microsoft Exchange in early March 2021. This actor leverages these vulnerabilities to deploy webshells including CHINACHOP."
APT35,"Mandiant Threat Intelligence has observed APT35 operations dating back to 2014. APT35, also known as Newscaster, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. APT35 typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors. APT35 has historically used unsophisticated tools and complex social engineering campaigns, employing fake social media personas with convincing backgrounds."
TEMP.Armageddon,"Mandiant Threat Intelligence has observed Russia-nexus TEMP.Armageddon's campaigns since at least 2013. We believe its primary objective is collecting information on Ukrainian national security and law enforcement entities in support of Russia's national interest and focuses exclusively on Ukrainian targets, with a particular interest in the ongoing eastern Ukraine conflict. We believe TEMP.Armageddon will almost certainly continue espionage operations against Ukrainian targets and further develop its technical capability. While TEMP.Armageddon's targeting thus far indicates it is a primary threat to entities in Ukraine, similar groups (such as Sandworm Team) that were initially regionally focused have also targeted entities outside the region. Any entity of potential interest to the Russian Government should be aware of TEMP.Armageddon."
Molerats,"Molerats (Gaza Cybergang) is a regionally-focused cyber espionage team concentrating campaign intrusion activities against diplomatic, financial, and political/military entities operating or with an interest in the Palestinian Territories. A combination of technical artifacts, targeting patterns, and social engineering themes leads us to believe Molerats has a Palestine nexus. The group appears to focus on information related to political and military issues affecting the Palestinian Territories and the wider Middle East region. This group has primarily targeted Ministries of Foreign Affairs, European missions to Palestine, Middle Eastern government entities, although they have also targeted the journalism sector, banks, and various think tanks."
Naikon Team,"Naikon Team is a regionally-focused cyber espionage actor concentrating on campaign intrusion activities against countries in South and Southeast Asia and entities with interest in the South China Sea region. The group has attempted to access networks associated with government, energy, communications, and media. Technical analysis demonstrates that Naikon Team employs a relatively large suite of malicious programs consisting of several pieces of malware. A combination of targeting, technical indicators, and actor attribution leads us to believe Naikon Team has a China nexus. The actor typically employs social engineering and open-source reporting, indicating an interest in military, government, and private industry in the region."
Roaming Tiger,"Roaming Tiger activity primarily focuses on targets in the former Soviet Union and Eastern European region. There is some indication that the group is not limited to that region, having possibly targeted Israel and the Central and East Asian region. Common tactics associated with Roaming Tiger include relatively well-known malware variants and capabilities to bypass traditional security control. Further, infrastructure analysis revealed a greater operational scope than originally thought, increasing the risk of targeting not only to aerospace, but also defense and diplomatic entities in the surrounding region. Moreover, associated domains with the group"
Team 338,"Team 338, primarily recognized by their distinct admin@338 and"
TEMP.Ace,"TEMP.Ace is a cyber espionage actor that has historically targeted regional entities with a nexus to Indian and Pakistani interests and the overall South Asia region. We believe TEMP.Ace originates from India and carries out strategic intelligence collection consistent with the country's national interests. Specifically, we assess with low confidence, based on a combination of Pakistani target selection, normalized time frame of activity, and artifacts that TEMP.Ace may operate in support of Indian intelligence-gathering objectives."
TEMP.Andromeda,"TEMP.Andromeda is a cyber espionage actor with a Columbian nexus. Activities carried out by this actor are intended to collect information regarding conflict between the Colombian government and the Revolutionary Armed Forces of Colombia (FARC). Additionally, we observed these operators targeting governments, military, academics and telecommunications industries in at least six additional countries in Central and South American countries. TEMP.Andromeda uses Guajira malware and were previously observed using the Arkantos Live Control software management package to target victims. Further, links between Guajira malware domain registrants and the Colombian military, as well as metadata and related actors, support the notion that civilian hackers played a role in the Andromeda campaigns."
TEMP.Avengers,"TEMP.Avengers is a China-nexus cyber espionage actor associated with several intrusions that we believe were intended to gather bulk sensitive data on U.S. persons. This group has been engaged in the theft of personally identifiable information (PII) since the spring of 2013. The operator is responsible for several high-profile breaches tied to U.S. health care, aviation, and the sensitive data of U.S. Government employees. Additionally, the operator has targeted the Mongolian Government. We believe this actor is collecting data to identify, track, and even exploit targeted personnel. The government data alone could be used to identify undercover agents operating in China; to recruit informants and double agents in the U.S.; or to identify and harass or threaten the family members of Americans with security clearances. These actors are being designated TEMP.Avengers due to their use of character names from the popular film franchise Marvel's The Avengers to register malicious domains in addition to randomized email addresses that contain 10 alphabetic characters followed by @gmx.com."
Barista Team,"TEMP.Barista targets a broad set of political, military and economic entities in East Asia, Europe and the United States. We believe that these actors have a nexus to China and have been operational since March 2014, carrying out intrusions and attack activity against public and private sector entities. Given their broad interests and demonstrated sophistication, these actors represent a significant threat."
TEMP.Batis,"TEMP.Batis is a cyber espionage group that has targeted Israeli and Palestinian entities since at least early 2015. Through late 2016, TEMP.Batis activity leveraged publicly available remote access Trojans (RATs), including DarkComet, HWorm, and vjw0rm, packaged to resemble Word documents. In early 2017, the group started to use doc files with macros to deliver malware. Resolutions of command and control (C&C) domains, malware distribution, and lure document themes indicate the actors may be based in the Gaza Strip."
TEMP.Beanie,"TEMP.Beanie is an Iran nexus cyber espionage actor that heavily focuses on Middle Eastern issues and relies heavily on social engineering. This actor's activity was first identified in late 2013 and has targeted Israeli organizations and countries with military presence in regions of interest to Iran. Additional targets include Iranian opposition figures, dissidents, and members of the human rights and Iranian diaspora community. TEMP.Beanie is known for using military attache documents as lure content to distribute malicious files and combines uncommon Excel macros with publicly available tools to compromise victims in the US, Western Europe and Israel."
TEMP.Bengal,"TEMP.Bengal is an India-based cyber espionage campaign that leverages Pakistani military-themed lures to target the U.S. defense sector and unknown Pakistani entities since at least 2013. We believe unidentified Pakistani organizations are being targeted based on social engineering associated with intrusion activity that is designed to appeal to Pakistani officials. Campaigns associated with this activity use socially engineered messages to deploy Python keylogger, file exfiltration malware, and malicious links against victims. While certain aspects of the actor"
TEMP.Demon,"TEMP.Demon is a set of intrusion operations dating back to at least July 2018 that has compromised U.S.-based organizations in multiple industries. TEMP.Demon relies on publicly available tools to compromise and move throughout victim environments. The seemingly frequent and shallow compromises of unrelated organizations conducted by TEMP.Demon are consistent with the scenario that this is a single operator or small team conducting widespread initial access operations. Mandiant Threat Intelligence has high confidence that a Russian-speaking actor using the handle greendemon is involved in TEMP.Demon intrusions. This actor specializes in selling access to breached companies in the underground marketplace."
